DLL Path: C:\Windows\System32\oobe\unbcl.dll
----------------------------------------------------------------------------------------------------------------------------------------------------------------
Function Name                                                                                        Function Djb2 Hash
----------------------------------------------------------------------------------------------------------------------------------------------------------------
??0?$Array@E@UnBCL@@IEAA@XZ                                                                          0xdaa69b90                                         
?CopyCharsOverlapped@?$CSimpleStringT@G$0A@@ATL@@SAXPEAG_KPEBGH@Z                                    0x6366918d                                         
?CopyTo@?$Array@E@UnBCL@@UEBAXPEAV12@H@Z                                                             0x0488cfe3                                         
?CopyTo@?$Array@G@UnBCL@@UEBAXPEAV12@H@Z                                                             0xa25bbda5                                         
?CopyTo@?$Array@H@UnBCL@@UEBAXPEAV12@H@Z                                                             0x71453486                                         
?CopyTo@?$Array@PEAVObject@UnBCL@@@UnBCL@@UEBAXPEAV12@H@Z                                            0x65abea75                                         
?CopyTo@?$Array@PEAVString@UnBCL@@@UnBCL@@UEBAXPEAV12@H@Z                                            0xedb89b75                                         
?CopyTo@?$ArrayList@G@UnBCL@@UEBAXPEAV?$Array@G@2@H@Z                                                0x9df2f699                                         
?CopyTo@?$ArrayList@PEAVString@UnBCL@@@UnBCL@@UEBAXPEAV?$Array@PEAVString@UnBCL@@@2@H@Z              0x250362f9                                         
?CopyTo@?$CollectionBase@PEAVObject@UnBCL@@@UnBCL@@UEBAXPEAV?$Array@PEAVObject@UnBCL@@@2@H@Z         0x49100305                                         
?CopyTo@?$Hashtable@PEAVString@UnBCL@@PEAV12@@UnBCL@@UEBAXPEAV?$Array@V?$DictionaryEntry@PEAVString@UnBCL@@PEAV12@@UnBCL@@@2@H@Z 0x1a27239d                                         
?CopyTo@?$Stack@H@UnBCL@@UEBAXPEAV?$Array@H@2@H@Z                                                    0x61252b16                                         
?CopyTo@?$Stack@PEAVObject@UnBCL@@@UnBCL@@UEBAXPEAV?$Array@PEAVObject@UnBCL@@@2@H@Z                  0x9d8a1b74                                         
?CountChars@String@UnBCL@@SAHPEBG@Z                                                                  0x359925bd                                         
?Create@File@UnBCL@@SAPEAVFileStream@2@PEBVString@2@@Z                                               0xdcd3e99a                                         
?CreateDir@Directory@UnBCL@@SAPEAVDirectoryInfo@2@PEBVString@2@@Z                                    0x5f433283                                         
?CreateNode@XmlDocument@UnBCL@@QEAAPEAVXmlNode@2@W4XmlNodeType@2@PEAVString@2@1@Z                    0x9c27d1a5                                         
?CreateSubKey@RegistryKey@UnBCL@@QEAAPEAV12@PEBVString@2@@Z                                          0x0d6e81b8                                         
?CreateTemporaryDirectory@Directory@UnBCL@@SAPEAVString@2@XZ                                         0x607bc394                                         
?CreateXmlNode@XmlNode@UnBCL@@SAPEAV12@PEAUIXMLDOMNode@@@Z                                           0x38b1d062                                         
?DAYS_PER_100@DateTime@UnBCL@@0HB                                                                    0x4a003ac6                                         
?DAYS_PER_1@DateTime@UnBCL@@0HB                                                                      0x57b76da6                                         
?DAYS_PER_400@DateTime@UnBCL@@0HB                                                                    0xa2a11709                                         
?DAYS_PER_4@DateTime@UnBCL@@0HB                                                                      0x4ade5d29                                         
?DAYS_TO_10K@DateTime@UnBCL@@0HB                                                                     0x418ba97d                                         
?DAYS_TO_1601@DateTime@UnBCL@@0HB                                                                    0x38a185f9                                         
?DAYS_TO_MONTH_365@DateTime@UnBCL@@0QBHB                                                             0xcca50d47                                         
?DAYS_TO_MONTH_366@DateTime@UnBCL@@0QBHB                                                             0x94daac08                                         
?DEFAULT_ERROR@Exception@UnBCL@@0PEBGEB                                                              0xefd0d58a                                         
?DateToTicks@DateTime@UnBCL@@AEAA_JHHH@Z                                                             0xa7e9df27                                         
?DeAssign@?$SmartPtr@V?$Array@E@UnBCL@@@UnBCL@@AEAAXXZ                                               0xcc924f09                                         
?DeAssign@?$SmartPtr@V?$Array@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@AEAAXXZ                              0xe4a14f5b                                         
?DeAssign@?$SmartPtr@V?$ArrayList@PEAVString@UnBCL@@@UnBCL@@@UnBCL@@AEAAXXZ                          0x63cd9a17                                         
?DeAssign@?$SmartPtr@VDecoder@UnBCL@@@UnBCL@@AEAAXXZ                                                 0x2bb19cb8                                         
?DeAssign@?$SmartPtr@VEncoding@UnBCL@@@UnBCL@@AEAAXXZ                                                0x8999b9e9                                         
?DeAssign@?$SmartPtr@VObject@UnBCL@@@UnBCL@@AEAAXXZ                                                  0x12cc8b19                                         
?DeAssign@?$SmartPtr@VSerializationId@UnBCL@@@UnBCL@@AEAAXXZ                                         0x292a7ccd                                         
?DeAssign@?$SmartPtr@VSerializationStream@UnBCL@@@UnBCL@@AEAAXXZ                                     0x59b08f8c                                         
?DeAssign@?$SmartPtr@VStream@UnBCL@@@UnBCL@@AEAAXXZ                                                  0x356a01ce                                         
?DeAssign@?$SmartPtr@VString@UnBCL@@@UnBCL@@AEAAXXZ                                                  0xd5b83c19                                         
